document,id,subject,category,country,gender,appeal_date,issue_date,action,all_dates
10294,4/03,refugee action #nsa 4/03 on united states,refugee issues|usa|nsa 4/03,united states,,,,unknown,
10295,314/02,third update to ua 314/02 on usa/syria/canada,canada|incommunicado detention|refugee issues|syria|torture|ua 314/02|usa|war on terror uas,usa,,,2002-10-21,third update,2003-03-14|2002-10-21|2003-02-10|2002-10-21
10296,136/01,fourth update to ua 136/01 on colombia,colombia|fear for safety|ua 136/01,colombia,,,2001-06-04,fourth update,2003-03-14|2001-06-04|2001-12-17|2002-02-08|2000-08-14
10297,21/03,first update to ua 21/03 on india,death penalty|india|legal concern|ua 21/03|war on terror uas,india,,,2003-01-22,first update,2003-03-14|2003-01-22|2001-08-29
10298,72/03,ua 72/03 on sudan,incommunicado detention|sudan|torture|ua 72/03,sudan,,,,initial,
10299,70/03,ua 70/03 on malaysia,war on terror uas|malaysia|torture|ua 70/03,malaysia,,,,initial,2003-03-14|2001-09-11|2002-10-13
10300,58/03,first update to ua 58/03 on jordan,jordan|refugee issues|ua 58/03|war on terror uas,jordan,,,2003-02-26,first update,2003-03-13|2003-02-26|2003-02-20
10301,17/03,first update to ex 17/03 on usa/texas,death penalty|ex 17/03|legal concern|usa,usa,,,2003-02-21,unknown,2003-03-13|2003-02-21|2003-03-12
10302,37/03,first update to ua 37/03 on nepal,fear for safety|nepal|torture|ua 37/03,nepal,,,2003-02-07,first update,2003-03-13|2003-02-07
10303,51/03,final update to ua 51/03 on egypt,war on terror uas|fear for safety|health concern|incommunicado detention|physical scientists|ua 51/03,egypt,,,2003-02-21,final update,2003-03-12|2003-02-21|2003-03-07
10304,71/03,ua 71/03 on china,business people|china|incommunicado detention|torture|ua 71/03,china,,,2003-01-09,initial,2003-01-09|2003-01-22|2003-01-29|2003-01-26
10305,15/03,final update to ex 15/03 on usa/texas,death penalty|ex 15/03|legal concern|usa,usa,,,2003-02-20,unknown,2003-03-12|2003-02-20
10306,334/02,second update to ua 334/02 on iran,fear for safety|iran|journalists and writers|teachers and educators|torture|ua 334/02,iran,,,2003-03-11,second update,2003-03-11|2002-11-11|2003-01-10|2003-03-11|2003-04-22
10307,69/03,ua 69/03 on zimbabwe,disappearance|fear for safety|zimbabwe|ua 69/03,zimbabwe,,,,initial,2003-03-11|2003-04-22
10308,47/03,first update to ua 47/03 on tunisia,children|teachers and educators|torture|tunisia|ua 47/03,tunisia,,,2003-02-18,first update,2003-03-10|2003-02-18
10309,18/03,ex 18/03 on usa/georgia,death penalty|legal concern|usa|ex 18/03,usa,,,,unknown,2003-03-10|2003-03-25|1984-11-25|1984-11-15|2003-01-06
10310,180/02,third update to ua 180/02 on colombia,colombia|fear for safety|human rights defenders|ua 180/02|women,colombia,,,2002-06-14,third update,2003-03-07|2002-06-14|2003-02-18
10311,68/03,ua 68/03 on guatemala,fear for safety|guatemala|human rights defenders|ua 68/03,guatemala,,,,initial,2003-03-07
10312,67/03,ua 67/03 on jordan,health concern|incommunicado detention|jordan|legal concern|ua 67/03,jordan,,,,initial,2003-03-07|1988-12-09
10313,5/03,first update to ex 5/03 on uzbekistan,death penalty|ex 5/03|torture|uzbekistan,uzbekistan,,,2003-01-15,unknown,2003-03-07|2003-01-15|2002-06-10|2001-07-05
10314,66/03,ua 66/03 on guatemala,fear for safety|guatemala|journalists and writers|women|ua 66/03,guatemala,,,2002-02-19,initial,2003-03-07|2002-02-19|1983-08-08|2002-12-17|2003-02-04|2002-06-11
10315,187/02,first update to ua 187/02 on colombia,colombia|fear for safety|ua 187/02|unionists|women,colombia,,,,first update,2003-03-06|2002-06-20|2003-02-22|2002-06-16|2003-04-17
10316,64/03,ua 64/03 on india,children|death threats|fear for safety|india|ua 64/03|women,india,,,,initial,2003-03-06|2003-04-17
10317,065/03,ua 065/03 on yemen,death penalty|spain|yemen|ua 65/03,yemen,,,,initial,2003-03-06|1997-08-18|2003-04-17
10318,63/03,ua 63/03 on guatemala,children|death threats|fear for safety|guatemala|human rights defenders|women|ua 63/03,guatemala,,,,initial,2003-03-05
10319,4/03,first update to ua 4/03 on turkmenistan,environmental activists|prisoners of conscience|torture|turkmenistan|ua 4/03,turkmenistan,,,2003-01-07,first update,2003-03-05|2003-01-07
10320,3/03,first update to refugee action nsa 3/03 on usa,nsa 3/03|refugee issues|usa|women,usa,,,,unknown,
10321,62/03,ua 62/03 on iran,iran|legal professionals|teachers and educators|torture|ua 62/03,iran,,,,initial,2003-03-04|2002-12-06|2002-12-06
10322,61/03,ua 61/03 on mexico,death threats|fear for safety|indigenous|legal professionals|mexico|religious leaders|women|ua 61/03,mexico,,,,initial,2003-03-04|2003-03-01|2003-02-24|2003-03-01
10323,69/02,first update to ua 69/02 on iran,death penalty|iran|torture|ua 69/02,iran,,,2002-03-06,first update,2003-03-03|2002-03-06|2002-10-13|2002-11-05|2003-03-02
10324,11/03,first update to ua 11/03 on colombia,colombia|disappearance|fear for safety|ua 11/03,colombia,,,2003-01-10,first update,2003-02-28|2003-01-10
10325,104/03,third update to ua 104/03 on china,china|disappearance|fear for safety|legal concern|torture|ua 104/02|unionists,china,,,2002-04-05,third update,2003-02-28|2002-04-05|2003-01-07|2003-02-20|2003-01-15
10326,56/03,first update on ua 56/03 on togo,prisoners of conscience|togo|torture|ua 56/03,ua 56,,,,first update,2003-02-17
10327,120/02,stop action on ua 120/02 on drc,arbitrary arrest|democratic republic of congo|health concern|human rights defenders|prisoners of conscience|ua 120/02,ua 120,,,2002-04-22,stop action,2003-02-28|2002-04-22|2002-08-30|2002-09-30
10328,59/03,ua 59/03 on ecuador,death threats|ecuador|fear for safety|indigenous|ua 59/03,ecuador,,,,initial,2003-02-28
10329,12/03,first update to ex 12/03 on iraq,ex 12/03|fear for safety|iraq|war on terror uas,iraq,,,2003-02-11,unknown,2003-02-27|2003-02-11|2003-02-19
10330,1/03,stop action to nsa 1/03 on usa,nsa 1/03|refugee issues|usa|women,usa,,,,unknown,2003-02-27
10331,11/03,stop action for ex 11/03 on usa/florida,death penalty|ex 11/03|legal concern|usa,usa,,,2003-02-11,unknown,2003-02-27|2003-02-11|2003-02-26
10332,4/03,medical action ma 4/03 on israel,health concern|israel/palestinian authority|medical action ma 4/03,israel,,,,unknown,
10333,,,,,,,,,2003-02-26|2003-02-11|2003-02-11|2003-03-31
10334,51/03,first update to ua 51/03 on egypt,egypt|fear for safety|health concern|incommunicado detention|physical scientists|ua 51/03|war on terror uas,egypt,,,2003-02-21,first update,2003-02-26|2003-02-21
10335,58/03,ua 58/03 on jordan,jordan|refugee issues|ua 58/03|war on terror uas,jordan,,,,initial,2003-02-20
10336,3/03,medical action ma 3/03 on russian federation,health concern|russian federation|medical action ma 3/03,russian federation,,,,unknown,
10337,,,,,,,,,2003-02-25|2002-10-29|2003-08-31
10338,,,,,,,,,2003-02-25
10339,57/03,ua 57/03 on burundi,burundi|extra-judicial execution|impunity|ua 57/03,burundi,,,,initial,2002-09-09|2003-02-22
10340,56/03,ua 56/03 on togo,prisoners of conscience|togo|torture|ua 56/03,togo,,,,initial,2003-02-25|2003-02-17|2003-02-17
10341,320/02,first update to ua 320/02 on qatar,death penalty|journalists and writers|qatar|ua 320/02,qatar,,,2002-10-28,first update,2003-02-24|2002-10-28|2003-04-07
10342,55/03,ua 55/03 on malaysia,incommunicado detention|malaysia|torture|ua 55/03,malaysia,,,,initial,2003-02-20
10343,54/03,ua 54/03 on cuba,cuba|health concern|prisoners of conscience|ua 54/03|hunger-strike,cuba,,,,initial,2002-10-23|2002-12-07||1996-02-24
10344,85/02,second update to ex 85/02 on sudan,death penalty|ex 85/02|sudan,sudan,,,2002-11-19,unknown,2003-02-24|2002-11-19|2003-01-14
10345,41/03,stop action to ua 41/03 on guinea-bissau,guinea-bissau|human rights defenders|incommunicado detention|prisoners of conscience|ua 41/03,guinea-bissau,,,2003-02-12,stop action,2003-02-24|2003-02-12
10346,17/03,ex 17/03 on usa/texas,death penalty|legal concern|usa|ex 17/03,usa,,,,unknown,2003-02-21|2003-03-12|1980-04-14|1980-04-12|1975-01-01|1980-09-30|2003-01-23
10347,53/03,ua 53/03 on argentina,argentina|death threats|fear for safety|journalists and writers|women|ua 53/03,argentina,,,,initial,2003-02-21|2003-02-14|2002-05-29|2002-06-11
10348,12/03,second update to ua 12/03 on ethiopia,disappearance|ethiopia|prisoners of conscience|religious leaders|torture|ua 12/03,ethiopia,,,2003-01-10,second update,2003-02-21|2003-01-10
10349,148/02,second update to ua 148/02 on kazakstan,death penalty|kazakhstan|ua 148/02,kazakstan,,,2002-05-17,second update,2003-02-21|2002-05-17|2002-12-18|2003-01-20
10350,50/03,ua 50/03 on colombia,colombia|fear for safety|ua 50/03,colombia,,,2002-04-02,initial,2003-02-21|2002-04-02|2002-04-23
10351,52/03,ua 52/03 on sudan,incommunicado detention|students|sudan|teachers and educators|torture|ua 52/03,sudan,,,,initial,2003-01-01
10352,51/03,ua 51/03 on egypt,egypt|fear for safety|health concern|incommunicado detention|physical scientists|ua 51/03|war on terror uas,egypt,,,,initial,
10353,49/03,second update to ua 49/03 on iran,death penalty|iran|ua 49/03,iran,,,2003-02-19,second update,2003-02-21|2003-02-19
10354,30/03,second update to ua 30/03 on israel,conscientious objection|israel|prisoners of conscience|ua 30/03,israel,,,2003-01-29,second update,2003-02-21|2003-01-29
10355,16/03,ex 16/03 on pakistan,death penalty|pakistan|ex 16/03,pakistan,,,,unknown,2003-02-21|2003-02-27
10356,49/03,stop action to ua 49/03 on iran,death penalty|iran|ua 49/03,iran,,,,stop action,2003-02-20|2003-02-19
10357,3/03,nsa 3/03 on usa,guatemala|refugee issues|usa|women|nsa 3/03,usa,,,,unknown,
10358,36/03,first update to ua 36/03 on mexico,children|disappearance|fear for safety|mexico|ua 36/03|women,mexico,,,,first update,2003-02-20|2003-02-07|2003-01-08|2002-12-20|2003-02-17|2003-02-04|2002-09-23||2003-04-03
10359,334/02,first update to ua 334/02 on iran,fear for safety|iran|journalists and writers|teachers and educators|torture|ua 334/02,iran,,,,first update,2003-02-20|2002-11-11
10360,9/03,first update to ex 9/03 on usa/maryland,death penalty|ex 9/03|usa,usa,,,,unknown,2003-02-10|2003-03-17|2002-05-09|2003-01-07|
10361,163/02,stop action to ua 163/02 on nepal,fear for safety|legal professionals|nepal|torture|ua 163/02,nepal,,,,stop action,2003-02-20|2002-05-31|2003-02-12|2002-05-29
10362,25/03,stop action to ua 25/03 on burundi,burundi|children|ua 25/03,burundi,,,,stop action,2003-02-20|2003-01-27
10363,15/03,ex 15/03 on usa/texas,death penalty|usa|ex 15/03,usa,,,,unknown,2003-02-20|2003-01-23
10364,2/03,stop action on refugee action nsa 2/03 on usa,children|nsa 2/03|refugee issues|usa,refugee action nsa 2,,,,unknown,
10365,49/03,ua 49/03 on iran,death penalty|iran|ua 49/03,iran,,,,initial,2003-02-19|2003-01-17|2002-01-24|2002-11-07
10366,48/03,ua 48/03 on guatemala,death threats|fear for safety|guatemala|ua 48/03,guatemala,,,,initial,2003-02-18
10367,14/03,ex 14/03 on usa/florida,children|legal concern|usa|ex 14/03,usa,,,2001-06-01,unknown,2003-02-18|2001-01-25|1999-07-28|2001-06-06|2001-06-01|2001-06-06|2003-03-20
10368,13/02,last update to ua 13/02 on nepal,fear for safety|incommunicado detention|nepal|torture|ua 13/02,nepal,,,2002-01-11,last update,2003-02-18|2002-01-11|2001-12-31
10369,45/03,ua 45/03 on guatemala,fear for safety|guatemala|human rights defenders|ua 45/03,guatemala,,,,initial,2003-02-18|2003-01-26|2002-09-27
10370,46/03,ua 46/03 on usa/oklahoma,death penalty|legal concern|usa|ua 46/03,usa,,,,initial,2003-02-18|1987-10-06
10371,47/03,ua 47/03 on tunisa,children|torture|tunisia|ua 47/03,tunisa,,,,initial,2003-02-18
10372,300/02,second update to ua 300/02 on usa/texas,death penalty|legal concern|ua 300/02|usa,usa,,,2002-10-03,second update,2003-02-18|2002-10-03|2002-11-06|2002-11-06|2003-01-23
10373,180/02,second update to ua 180/02 on colombia,colombia|fear for safety|human rights defenders|legal professionals|ua 180/02|women,colombia,,,2002-06-14,second update,2003-02-18|2002-06-14|2003-02-13|2001-04-06
10374,221/01,fourth update to ua 221/01 on colombia,colombia|fear for safety|human rights defenders|ua 221/01|women,colombia,,,2001-09-05,fourth update,2003-02-17|2001-09-05|2002-02-25|2002-09-10
10375,44/03,ua 44/03 on haiti,death threats|fear for safety|haiti|women|ua 44/03,haiti,,,2002-03-13,initial,2003-02-17|2003-02-11|2002-02-22|2002-03-13
10376,8/03,stop action to ex 8/03 on usa/oklahoma,death penalty|ex 8/03|legal concern|usa,usa,,,2003-02-07,unknown,2003-02-14|2003-02-07
10377,330/02,stop action on ua 330/02 on iran,death penalty|health concern|iran|journalists and writers|teachers and educators|ua 330/02,ua 330,,,2002-11-07,stop action,2003-02-14|2002-11-07|2001-08-08
10378,2/03,refugee action #nsa 2/03 on usa,children|refugee issues|usa|nsa 2/03,usa,,,,unknown,
10379,43/03,ua 43/03 on guatemala,death threats|fear for safety|guatemala|women|ua 43/03,guatemala,,,,initial,2003-02-12
10380,259/02,second update to ua 259/02 on china/viet nam,china|disappearance|fear for safety|incommunicado detention|ua 259/02|viet nam,china,,,2002-08-23,second update,2003-02-12|2002-08-23|2002-04-26|2001-09-11
10381,40/03,ua 40/03 on mexico,death threats|fear for safety|legal professionals|mexico|women|ua 40/03,mexico,,,,initial,2003-02-12|2003-02-08|2003-02-07|2002-02-02|2001-11-12|2003-02-07|
10382,41/03,ua 41/03 on guinea bissau,guinea-bissau|human rights defenders|incommunicado detention|prisoners of conscience|ua 41/03,guinea bissau,,,,initial,2003-02-12
10383,13/03,ex 13/03 on usa/oklahoma,death penalty|legal concern|usa|ex 13/03,usa,,,,unknown,2003-02-12|1989-05-19|2003-03-12
10384,33/00,correction to first update on ua 33/00 on brazil,brazil|ua 33/00,ua 33,,,,correction first update,
10385,42/03,ua 42/03 on colombia,colombia|fear for safety|human rights defenders|ua 42/03,colombia,,,,initial,2003-02-11|2003-02-02|2003-02-02|2002-11-25
10386,11/03,ex 11/03 on usa/florida,death penalty|legal concern|usa|ex 11/03,usa,,,,unknown,2003-02-11|2002-12-02|2003-02-05|2003-02-10
10387,29/03,first update to ua 29/03 on israel,human rights defenders|israel|ua 29/03|women,israel,,,2003-01-28,first update,2003-02-10|2003-01-28
10388,33/00,first update to ua 33/00 on brazil,brazil|children|extra-judicial execution|fear for safety|indigenous|ua 33/00|women,brazil,,,2000-02-10,first update,2003-02-11|2000-02-10|1998-05-20|2001-04-23|2003-01-06
10389,39/03,stop action on ua 39/03 on indonesia,fear for safety|indonesia|torture|ua 39/03,ua 39,,,2003-02-10,stop action,2003-02-11|2003-02-10|2003-02-11|2003-02-06
10390,39/03,ua 39/03 on indonesia,fear for safety|indonesia|torture|ua 39/03,indonesia,,,2002-02-14,initial,2003-02-10|2003-02-06|2002-02-14|2002-12-02|2002-12-04|2002-12-09
10391,361/02,second update to ua 361/02 on angola,angola|arbitrary detention|fear for safety|incommunicado detention|religious leaders|torture|ua 361/02,angola,,,2002-12-13,second update,2003-02-10|2002-12-13|2003-01-20
10392,314/02,second update to ua 314/02 on usa/syria/canada,canada|incommunicado detention|syria|torture|ua 314/02|usa|war on terror uas,usa,,,2002-10-21,second update,2003-02-10|2002-10-21|2002-10-21
10393,10/03,ex 10/03 on usa,death penalty|legal concern|usa|ex 9/03,usa,,,,unknown,2003-02-10|2003-03-17|2002-05-09|2003-01-07|
10394,38/03,ua 38/03 on guatemala,extra-judicial execution|fear for safety|guatemala|women|ua 38/03,guatemala,,,2002-11-12,initial,2003-02-10|2003-02-01|2002-11-12|2002-07-08
10395,9/03,ex 9/03 on usa/maryland,death penalty|usa|ex 9/03,usa,,,,unknown,2003-02-10|2003-03-17|2002-05-09|2003-01-07|
10396,30/03,first update to ua 30/03 on israel,conscientious objection|israel|ua 30/03,israel,,,2003-01-29,first update,2003-02-10|2003-01-29|2003-01-16
10397,,ua quotes - november 2002 to february 2003,quotes,,,,,initial,2003-02-02|
10398,38/01,third update to ua 38/01 on colombia,colombia|death threats|fear for safety|human rights defenders|ua 38/01|women,colombia,,,2001-02-09,third update,2003-02-07|2001-02-09|2002-11-20|2002-01-28
10399,36/03,ua 36/03 on mexico,children|disappearance|fear for safety|mexico|ua 36/03|women,mexico,,,,initial,2003-02-07|2002-12-20|2003-01-08||2002-12-20|
10400,35/03,ua 35/03 on iraq,disappearance|fear for safety|iraq|torture|ua 35/03|war on terror uas,iraq,,,,initial,2003-02-06|2003-01-25|
10401,37/03,ua 37/03 on nepal,fear for safety|nepal|torture|ua 37/03,nepal,,,,initial,2003-02-07|2003-01-29|2003-01-30
10402,8/03,ex 8/03 on usa/oklahoma,death penalty|legal concern|usa|ex 8/03,usa,,,,unknown,2003-02-07|2003-02-13|2003-01-13|1993-03-02
10403,89/02,fourth update to ex 89/02 on china,china|disappearance|ex 89/02|incommunicado detention|torture,china,,,2002-12-06,unknown,2003-02-07|2002-12-06|2003-01-22|2003-01-29
10404,7/03,first update to ex 7/03 on indonesia,death penalty|ex 7/03|indonesia,indonesia,,,2003-02-05,unknown,2003-02-07|2003-02-05|2003-02-05
10405,7/03,ex 7/03 on indonesia,death penalty|indonesia|ex 7/03,indonesia,,,,unknown,2003-02-05
10406,34/03,ua 34/03 on china,china|fear for safety|prisoners of conscience|ua 34/03,china,,,,initial,2003-02-05|2001-11-14|2001-12-13
10407,2/03,last update to ex 2/03 on usa/texas,death penalty|ex 2/03|usa,usa,,,2003-01-10,unknown,2003-02-05|2003-01-10|2003-02-04|2003-01-23
10408,27/03,last update to ua 27/03 on nigeria,health concern|legal professionals|nigeria|torture|ua 27/03,nigeria,,,2003-01-28,last update,2003-02-03|2003-01-28
10409,33/03,ua 33/03 on mexico,fear for safety|mexico|women|ua 33/03,mexico,,,2002-03-12,initial,2003-02-03|2003-01-16|2002-03-22|2002-03-12|2002-03-22
